র্কো র্খো র্গো র্ঘো র্চো র্ছো র্জো র্ঝো র্টো র্ঠো র্ডো র্ঢো র্ণো র্তো র্থো র্দো র্ধো র্নো র্পো র্ফো র্বো র্ভো র্মো র্যো র্রো র্লো র্শো র্ষো র্সো র্হো র্ড়ো র্ঢ়ো র্য়ো 

র্ক্য র্খ্য র্গ্য র্ঘ্য র্চ্য র্ছ্য র্জ্য র্ঝ্য র্ট্য র্ঠ্য র্ড্য র্ঢ্য র্ণ্য র্ত্য র্থ্য র্দ্য র্ধ্য র্ন্য র্প্য র্ফ্য র্ব্য র্ভ্য র্ম্য র্য্য র্র্য র্ল্য র্শ্য র্ষ্য র্স্য র্হ্য র্ড়্য র্ঢ়্য র্য়্য 

র্ক্যা র্খ্যা র্গ্যা র্ঘ্যা র্চ্যা র্ছ্যা র্জ্যা র্ঝ্যা র্ট্যা র্ঠ্যা র্ড্যা র্ঢ্যা র্ণ্যা র্ত্যা র্থ্যা র্দ্যা র্ধ্যা র্ন্যা র্প্যা র্ফ্যা র্ব্যা র্ভ্যা র্ম্যা র্য্যা র্র্যা র্ল্যা র্শ্যা র্ষ্যা র্স্যা র্হ্যা র্ড়্যা র্ঢ়্যা র্য়্যা 

র্ক্যু র্খ্যু র্গ্যু র্ঘ্যু র্চ্যু র্ছ্যু র্জ্যু র্ঝ্যু র্ট্যু র্ঠ্যু র্ড্যু র্ঢ্যু র্ণ্যু র্ত্যু র্থ্যু র্দ্যু র্ধ্যু র্ন্যু র্প্যু র্ফ্যু র্ব্যু র্ভ্যু র্ম্যু র্য্যু র্র্যু র্ল্যু র্শ্যু র্ষ্যু র্স্যু র্হ্যু র্ড়্যু র্ঢ়্যু র্য়্যু

র্ক্যু র্খ্য র্গ্যূ র্ঘ্যূ র্চ্যূ র্ছ্যূ র্জ্যূ র্ঝ্যূ র্ট্যূ র্ঠ্যূ র্ড্যূ র্ঢ্যূ র্ণ্যূ র্ত্যূ র্থ্যূ র্দ্যূ র্ধ্যূ র্ন্যূ র্প্যূ র্ফ্যূ র্ব্যূ র্ভ্যূ র্ম্যূ র্য্যূ র্র্যূ র্ল্যূ র্শ্যূ র্ষ্যূ র্স্যূ র্হ্যূ র্ড়্যূ র্ঢ়্যূ র্য়্যূ 

